04/07/2014	08:48:56	13	109.14	-0.01	16
04/07/2014	08:50:06	4	109.14	-0.01	16
04/07/2014	08:50:33	4	118.43	0.00	23
04/07/2014	08:50:28	11	117.98	0.03	22
04/07/2014	08:51:04	4	119.93	0.00	24
04/07/2014	08:51:04	13	118.41	-0.02	23
04/07/2014	08:51:16	11	109.14	-0.00	16
04/07/2014	08:51:53	4	116.30	0.03	30
04/07/2014	08:52:28	4	131.01	0.01	26
04/07/2014	08:52:33	1	116.25	0.06	30
04/07/2014	08:52:31	4	119.89	0.00	29
04/07/2014	08:52:38	4	118.43	-0.00	23
04/07/2014	08:53:01	13	131.00	0.02	26
04/07/2014	08:52:35	40	125.94	-0.00	25
04/07/2014	08:52:54	25	107.31	0.01	15
04/07/2014	08:54:23	35	125.93	0.00	25
04/07/2014	08:54:46	19	119.90	0.00	29
04/07/2014	08:54:23	56	109.15	0.00	16
04/07/2014	08:54:58	23	117.96	-0.00	22
04/07/2014	08:53:54	88	107.31	0.00	15
04/07/2014	08:55:20	8	116.23	0.00	30
04/07/2014	08:56:17	4	125.93	0.00	25
04/07/2014	08:56:46	15	125.92	-0.02	25
04/07/2014	08:56:40	42	109.14	0.00	16
04/07/2014	08:57:43	4	125.93	0.00	25
04/07/2014	08:57:47	6	109.14	-0.00	16
04/07/2014	08:58:13	19	109.14	-0.00	16
04/07/2014	09:00:07	6	109.14	0.00	16
04/07/2014	09:00:05	14	119.89	-0.01	29
04/07/2014	08:58:44	124	117.96	0.02	22
04/07/2014	08:58:02	285	125.93	0.02	25
04/07/2014	09:02:31	134	119.89	0.00	29
04/07/2014	09:07:12	52	119.89	-0.00	29
04/07/2014	09:08:31	19	119.93	0.01	24
04/07/2014	09:09:17	15	117.93	-0.01	22
04/07/2014	09:01:45	469	109.14	0.02	16
04/07/2014	09:11:04	18	109.12	0.00	16
04/07/2014	09:11:49	15	109.12	-0.00	16
04/07/2014	09:12:23	28	109.13	0.00	16
04/07/2014	09:13:28	1017	109.12	0.04	16
04/07/2014	09:30:53	4	109.07	0.00	16
04/07/2014	09:31:45	6	109.07	0.00	16
04/07/2014	09:32:45	4	109.07	0.00	16
04/07/2014	09:33:14	4	109.07	-0.00	16
04/07/2014	09:36:56	25	109.05	-0.00	16
04/07/2014	09:37:35	5	109.06	-0.00	16
04/07/2014	09:38:24	4	109.06	-0.00	16
04/07/2014	09:39:00	4	109.07	0.00	16
04/07/2014	09:39:25	4	118.41	-0.00	23
04/07/2014	09:39:34	13	125.61	0.01	28
04/07/2014	09:39:43	10	109.06	-0.00	16
04/07/2014	09:39:58	3	125.30	-0.01	27
04/07/2014	09:40:29	4	118.42	0.00	23
04/07/2014	09:40:29	4	125.30	0.00	27
04/07/2014	09:41:32	4	109.06	-0.01	16
04/07/2014	09:41:59	11	109.06	-0.01	16
04/07/2014	09:43:45	106	109.06	-0.01	16
04/07/2014	09:46:05	30	109.06	-0.00	16
04/07/2014	09:46:56	52	125.30	-0.00	27
04/07/2014	09:48:37	36	109.06	-0.01	16
04/07/2014	09:49:43	4	109.06	0.00	16
04/07/2014	09:51:13	12	109.06	-0.01	16
04/07/2014	09:51:59	420	109.06	0.03	16
04/07/2014	10:02:35	89	112.46	0.00	11
04/07/2014	10:03:23	47	109.03	0.00	16
04/07/2014	10:04:35	6	109.03	0.00	16
04/07/2014	10:04:41	26	112.46	0.00	11
04/07/2014	10:07:54	3	109.03	0.00	16
04/07/2014	10:05:30	216	112.46	0.01	11
04/07/2014	10:11:01	98	109.01	-0.01	16
04/07/2014	10:12:54	4	109.03	0.01	16
04/07/2014	10:12:05	108	112.45	0.02	11
04/07/2014	10:15:34	6	109.03	0.00	16
04/07/2014	10:15:59	3	109.03	0.00	16
04/07/2014	10:16:50	4	109.02	0.00	16
04/07/2014	10:18:34	11	112.44	-0.00	11
04/07/2014	10:19:05	34	109.03	0.01	16
04/07/2014	10:19:02	85	112.44	0.00	11
04/07/2014	10:20:42	35	112.44	-0.00	11
04/07/2014	10:20:47	42	109.03	0.00	16
04/07/2014	10:21:33	11	112.44	0.01	11
04/07/2014	10:21:50	4	109.03	-0.01	16
04/07/2014	10:21:59	115	112.44	0.00	11
04/07/2014	10:24:36	16	112.44	0.00	11
04/07/2014	10:25:14	4	112.44	-0.00	11
04/07/2014	10:27:00	134	109.04	0.01	16
04/07/2014	10:30:37	43	109.03	0.00	16
04/07/2014	10:33:49	33	109.02	-0.01	16
04/07/2014	10:34:43	4	109.03	0.00	16
04/07/2014	10:36:14	50	109.03	-0.00	16
04/07/2014	10:41:11	341	109.03	0.01	16
04/07/2014	10:47:07	19	109.01	-0.01	16
04/07/2014	10:47:51	79	117.92	0.01	22
04/07/2014	10:48:22	168	109.00	0.00	16
04/07/2014	10:51:28	13	109.00	-0.00	16
04/07/2014	10:53:36	13	109.01	0.00	16
04/07/2014	10:54:29	23	109.00	-0.02	16
04/07/2014	10:56:07	26	109.00	-0.01	16
04/07/2014	10:59:21	4	109.01	-0.01	16
04/07/2014	11:00:33	23	109.01	-0.01	16
04/07/2014	11:00:51	133	107.31	0.03	15
04/07/2014	11:02:38	2277	109.01	0.20	16
04/07/2014	11:40:52	11	108.81	0.00	16
04/07/2014	11:42:16	4	108.82	0.00	16
04/07/2014	11:54:46	7	108.82	-0.02	16
04/07/2014	11:55:14	4	125.47	0.00	28
04/07/2014	11:55:17	4	108.83	0.00	16
04/07/2014	11:54:51	40	131.01	0.00	26
04/07/2014	11:56:15	4	108.83	0.01	16
04/07/2014	11:56:31	78	131.00	-0.01	26
04/07/2014	11:57:28	47	108.83	0.00	16
04/07/2014	12:00:20	4	114.05	0.01	24
04/07/2014	12:00:30	4	116.55	-0.00	29
04/07/2014	12:00:39	4	111.19	0.00	30
04/07/2014	12:01:03	12	116.55	0.00	29
04/07/2014	12:01:21	23	114.06	0.03	24
04/07/2014	12:01:23	28	118.30	0.03	23
04/07/2014	12:01:38	28	117.20	0.01	22
04/07/2014	12:03:04	13	108.83	-0.01	16
04/07/2014	12:03:16	4	118.27	-0.00	23
04/07/2014	12:03:16	8	131.01	0.00	26
04/07/2014	12:02:34	90	125.94	0.00	25
04/07/2014	12:04:35	4	114.03	-0.00	24
04/07/2014	12:04:55	6	118.25	0.00	23
04/07/2014	12:05:15	4	111.16	0.00	30
04/07/2014	12:04:35	44	116.54	0.02	29
04/07/2014	12:04:52	80	108.83	0.01	16
04/07/2014	12:05:54	35	116.52	0.00	29
04/07/2014	12:06:33	8	118.26	-0.00	23
04/07/2014	12:06:20	23	114.03	0.00	24
04/07/2014	12:06:47	4	116.52	0.01	29
04/07/2014	12:07:31	4	117.19	0.01	22
04/07/2014	12:07:39	4	111.15	0.01	30
04/07/2014	12:07:47	4	114.03	-0.00	24
04/07/2014	12:05:37	179	131.01	0.04	26
04/07/2014	12:10:39	4	118.25	0.00	23
04/07/2014	12:10:39	11	116.51	0.00	29
04/07/2014	12:11:04	58	117.18	0.01	22
04/07/2014	12:09:30	159	108.82	0.00	16
04/07/2014	12:12:20	12	111.15	0.00	30
04/07/2014	12:13:20	4	108.81	0.00	16
04/07/2014	12:15:10	37	117.16	-0.00	22
04/07/2014	12:16:38	4	118.25	0.00	23
04/07/2014	12:16:44	6	114.03	0.01	24
04/07/2014	12:16:48	4	111.14	-0.00	30
04/07/2014	12:17:01	6	116.51	0.00	29
04/07/2014	12:16:44	56	108.81	0.00	16
04/07/2014	12:05:24	789	125.95	0.16	25
04/07/2014	12:18:57	4	114.02	0.00	24
04/07/2014	12:18:06	87	108.81	0.01	16
04/07/2014	12:20:58	28	108.81	0.00	16
04/07/2014	12:22:17	4	116.51	0.00	29
04/07/2014	12:23:56	4	114.02	0.01	24
04/07/2014	12:24:34	6	116.51	0.01	29
04/07/2014	12:24:33	16	111.14	0.01	30
04/07/2014	12:25:35	21	111.14	0.02	30
04/07/2014	12:24:57	101	116.50	-0.02	29
04/07/2014	12:26:37	16	111.14	0.00	30
04/07/2014	12:28:10	4	111.14	-0.00	30
04/07/2014	12:31:08	4	116.51	0.01	29
04/07/2014	12:32:21	49	118.24	-0.01	23
04/07/2014	12:32:46	36	107.27	0.00	15
04/07/2014	12:35:03	6	116.51	0.00	29
04/07/2014	12:33:38	102	107.27	0.01	15
04/07/2014	12:22:54	774	108.80	0.06	16
04/07/2014	12:36:58	4	108.75	-0.00	16
04/07/2014	12:37:21	4	111.14	-0.00	30
04/07/2014	12:38:08	5	114.01	0.00	24
04/07/2014	12:39:00	4	114.01	0.00	24
04/07/2014	12:38:21	92	107.26	0.01	15
04/07/2014	12:39:24	43	108.76	0.02	16
04/07/2014	12:39:37	30	111.14	0.00	30
04/07/2014	12:40:07	4	117.15	0.00	22
04/07/2014	12:40:08	13	107.25	0.01	15
04/07/2014	12:40:44	4	108.75	0.01	16
04/07/2014	12:40:49	28	107.23	-0.01	15
04/07/2014	12:40:57	30	117.15	0.01	22
04/07/2014	12:41:42	4	107.23	-0.01	15
04/07/2014	12:40:57	52	111.15	0.01	30
04/07/2014	12:40:21	100	116.50	0.01	29
04/07/2014	12:41:49	29	108.73	0.00	16
04/07/2014	12:39:22	184	114.01	-0.04	24
04/07/2014	12:42:42	4	112.40	-0.01	11
04/07/2014	12:42:40	12	116.48	-0.01	29
04/07/2014	12:42:28	30	111.12	-0.01	30
04/07/2014	12:42:43	16	107.23	0.00	15
04/07/2014	12:43:26	16	108.74	-0.00	16
04/07/2014	12:43:13	33	111.14	0.01	30
04/07/2014	12:44:06	9	125.32	0.00	27
04/07/2014	12:44:04	13	111.12	0.00	30
04/07/2014	12:43:17	78	125.47	0.00	28
04/07/2014	12:44:45	4	111.12	0.00	30
04/07/2014	12:44:38	14	125.32	-0.00	27
04/07/2014	12:44:35	19	112.39	-0.01	11
04/07/2014	12:44:29	27	117.13	-0.01	22
04/07/2014	12:44:13	47	116.48	-0.01	29
04/07/2014	12:45:17	15	112.41	0.01	11
04/07/2014	12:44:14	79	107.22	0.00	15
04/07/2014	12:45:21	13	125.33	0.00	27
04/07/2014	12:42:47	186	114.05	0.09	24
04/07/2014	12:45:56	4	125.47	0.00	28
04/07/2014	12:44:43	86	108.74	-0.02	16
04/07/2014	12:46:11	4	113.97	-0.01	24
04/07/2014	12:46:01	51	107.23	0.01	15
04/07/2014	12:47:06	24	108.75	-0.00	16
04/07/2014	12:48:18	6	108.75	0.00	16
04/07/2014	12:48:23	8	107.22	0.00	15
04/07/2014	12:48:41	9	108.75	-0.01	16
04/07/2014	12:48:17	106	111.13	0.01	30
04/07/2014	12:49:53	14	113.99	0.00	24
04/07/2014	12:50:21	11	111.12	-0.00	30
04/07/2014	12:50:46	42	108.77	0.00	16
04/07/2014	12:51:48	4	108.77	0.00	16
04/07/2014	12:52:52	22	116.49	0.00	29
04/07/2014	12:52:59	26	108.77	0.00	16
04/07/2014	12:46:03	453	125.33	0.08	27
04/07/2014	12:50:46	243	125.47	0.01	28
04/07/2014	12:54:57	3	114.00	0.00	24
04/07/2014	12:40:10	921	118.25	0.10	23
04/07/2014	12:55:47	115	125.45	0.01	28
04/07/2014	12:46:02	752	112.40	0.10	11
04/07/2014	12:59:44	4	116.49	0.00	29
04/07/2014	13:00:02	4	114.01	-0.00	24
04/07/2014	13:02:53	4	114.01	0.00	24
04/07/2014	13:02:58	4	116.49	0.00	29
04/07/2014	12:57:14	379	125.23	0.10	27
04/07/2014	13:03:18	26	112.30	0.01	11
04/07/2014	13:03:36	11	114.01	0.00	24
04/07/2014	13:03:51	6	125.13	-0.01	27
04/07/2014	13:04:24	4	114.01	0.00	24
04/07/2014	13:06:35	9	116.50	0.00	29
04/07/2014	13:07:52	4	114.01	-0.00	24
04/07/2014	13:07:22	121	116.49	0.01	29
04/07/2014	13:09:20	4	111.13	0.01	30
04/07/2014	13:10:13	4	111.12	-0.01	30
04/07/2014	13:10:54	6	125.14	0.01	27
04/07/2014	13:11:53	211	125.13	0.03	27
04/07/2014	13:20:19	8	118.15	0.01	23
04/07/2014	13:22:50	3	116.48	-0.00	29
04/07/2014	13:34:41	8	113.99	-0.01	24
04/07/2014	13:34:46	4	118.12	-0.01	23
04/07/2014	13:34:46	4	130.95	0.00	26
04/07/2014	13:35:44	4	117.15	0.00	22
04/07/2014	13:35:44	7	111.06	-0.00	30
04/07/2014	13:35:41	11	125.43	0.00	28
04/07/2014	13:35:16	37	107.22	0.02	15
04/07/2014	13:35:43	12	113.99	0.00	24
04/07/2014	13:36:12	25	107.20	-0.01	15
04/07/2014	13:37:07	4	118.13	0.00	23
04/07/2014	13:37:49	10	125.09	-0.00	27
04/07/2014	12:54:36	2604	108.77	0.25	16
04/07/2014	13:38:18	12	113.99	0.00	24
04/07/2014	13:38:27	4	117.15	0.00	22
04/07/2014	13:38:25	6	125.44	0.01	28
04/07/2014	13:38:30	4	108.52	0.00	16
04/07/2014	13:37:04	121	107.21	0.03	15
04/07/2014	13:38:36	47	130.96	0.01	26
04/07/2014	13:39:22	6	111.07	-0.00	30
04/07/2014	13:39:25	28	107.19	0.03	15
04/07/2014	13:40:02	28	125.09	-0.00	27
04/07/2014	13:40:27	22	107.17	0.00	15
04/07/2014	13:40:06	171	130.94	0.03	26
04/07/2014	13:44:23	13	108.46	-0.01	16
04/07/2014	13:44:22	259	125.08	0.07	27
04/07/2014	13:46:00	611	125.43	0.08	28
04/07/2014	13:57:10	68	125.34	0.00	28
04/07/2014	13:59:04	404	125.34	0.05	28
04/07/2014	14:01:46	396	130.92	0.08	26
04/07/2014	14:07:18	143	125.30	0.01	28
04/07/2014	14:09:49	11	130.84	0.01	26
04/07/2014	14:12:20	8	130.84	0.00	26
04/07/2014	14:14:10	4	130.84	-0.00	26
04/07/2014	14:22:50	7	125.79	-0.00	25
04/07/2014	14:23:17	189	125.80	0.00	25
04/07/2014	13:45:50	2545	108.48	0.16	16
04/07/2014	14:26:56	104	125.79	-0.02	25
04/07/2014	14:28:47	98	108.31	-0.01	16
04/07/2014	14:31:43	4	108.32	-0.00	16
04/07/2014	14:29:16	185	125.82	0.03	25
04/07/2014	14:33:36	178	125.79	0.03	25
04/07/2014	14:36:58	317	125.77	0.05	25
04/07/2014	14:55:32	118	112.30	0.00	11
04/07/2014	14:35:18	1496	108.33	0.11	16
04/07/2014	14:57:45	261	112.30	0.03	11
04/07/2014	15:02:27	19	112.27	0.00	11
04/07/2014	15:03:05	6	112.27	-0.00	11
04/07/2014	15:03:31	25	108.20	0.00	16
04/07/2014	15:05:54	18	108.21	0.01	16
04/07/2014	15:06:38	15	125.26	0.02	28
04/07/2014	15:03:30	230	112.27	0.00	11
04/07/2014	15:10:51	73	107.28	0.00	15
04/07/2014	15:12:26	104	125.25	0.00	28
04/07/2014	15:12:41	171	114.00	0.01	24
04/07/2014	15:15:55	71	113.99	0.02	24
04/07/2014	15:07:36	574	112.27	0.00	11
04/07/2014	15:14:02	296	118.17	0.04	23
04/07/2014	15:18:55	12	125.25	0.01	28
04/07/2014	15:18:18	116	125.01	0.00	27
04/07/2014	15:20:28	27	113.97	0.01	24
04/07/2014	15:08:49	732	108.20	0.02	16
04/07/2014	15:21:33	4	125.01	-0.00	27
04/07/2014	15:19:37	129	125.26	0.01	28
04/07/2014	15:23:04	23	108.17	0.00	16
04/07/2014	15:28:15	4	107.28	0.01	15
04/07/2014	15:29:00	4	116.50	0.00	29
04/07/2014	15:30:29	135	116.50	0.01	29
04/07/2014	15:22:07	1023	125.01	0.34	27
04/07/2014	15:33:50	329	116.49	0.05	29
04/07/2014	15:23:42	1024	125.24	0.17	28
04/07/2014	15:41:07	8	124.67	-0.00	27
04/07/2014	15:34:11	506	125.72	0.06	25
04/07/2014	15:43:16	4	201.65	-0.01	2
04/07/2014	15:43:54	6	201.66	-0.01	2
04/07/2014	15:44:17	5	199.70	0.00	8
04/07/2014	15:44:21	14	203.98	-0.00	10
04/07/2014	15:44:40	15	202.21	0.05	1
04/07/2014	15:43:38	79	125.65	0.02	25
04/07/2014	15:45:13	4	196.28	0.01	5
04/07/2014	15:45:58	1	203.98	0.01	10
04/07/2014	15:46:02	1	214.10	0.12	17
04/07/2014	15:46:51	5	203.98	0.00	10
04/07/2014	15:47:07	1	213.98	0.09	17
04/07/2014	15:47:05	6	202.16	-0.00	1
04/07/2014	15:48:13	4	201.70	0.00	2
04/07/2014	15:48:27	4	199.96	0.00	4
04/07/2014	15:48:20	37	107.26	0.00	15
04/07/2014	15:49:01	4	197.14	0.00	7
04/07/2014	15:47:22	103	112.23	0.00	11
04/07/2014	15:48:52	47	213.86	0.10	17
04/07/2014	15:49:22	26	201.71	0.02	2
04/07/2014	15:49:50	3	201.06	-0.02	6
04/07/2014	15:51:10	4	196.21	0.00	5
04/07/2014	15:50:52	42	213.74	-0.01	17
04/07/2014	15:51:39	6	201.08	0.00	6
04/07/2014	15:52:13	4	213.75	0.05	17
04/07/2014	15:43:58	566	125.06	0.10	28
04/07/2014	15:53:56	4	200.93	0.00	18
04/07/2014	15:54:10	6	213.70	0.03	17
04/07/2014	15:55:32	60	196.19	0.06	5
04/07/2014	15:56:24	11	201.72	0.00	2
04/07/2014	15:56:58	12	202.15	0.07	1
04/07/2014	15:57:28	6	202.08	-0.00	1
04/07/2014	15:57:27	13	201.07	0.01	6
04/07/2014	15:58:03	4	196.12	-0.01	5
04/07/2014	16:01:23	16	201.05	0.05	6
04/07/2014	15:57:05	294	107.24	0.03	15
04/07/2014	16:02:15	11	201.75	-0.00	2
04/07/2014	16:02:28	4	202.08	0.01	1
04/07/2014	16:02:49	19	201.75	-0.01	2
04/07/2014	16:03:29	3	201.76	-0.00	2
04/07/2014	16:05:14	13	118.10	0.02	23
04/07/2014	15:56:17	580	111.12	0.10	30
04/07/2014	16:06:04	4	118.10	-0.00	23
04/07/2014	16:05:43	29	130.78	-0.01	26
04/07/2014	15:50:19	966	112.22	0.07	11
04/07/2014	16:06:19	6	117.12	-0.00	22
04/07/2014	16:06:31	6	113.94	0.01	24
04/07/2014	15:58:52	484	125.61	0.07	25
04/07/2014	16:06:57	3	112.15	-0.00	11
04/07/2014	16:07:28	4	125.54	0.00	25
04/07/2014	16:07:31	28	196.11	0.00	5
04/07/2014	16:08:09	3	201.02	-0.00	6
04/07/2014	16:08:20	35	125.53	0.01	25
04/07/2014	16:06:31	155	130.79	0.03	26
04/07/2014	16:09:00	12	201.02	0.00	6
04/07/2014	16:08:02	87	112.15	-0.00	11
04/07/2014	16:09:31	6	125.52	-0.01	25
04/07/2014	16:09:40	4	118.09	-0.02	23
04/07/2014	16:09:55	10	203.95	0.00	10
04/07/2014	16:09:47	30	196.09	-0.00	5
04/07/2014	16:11:00	4	111.01	-0.00	30
04/07/2014	16:10:58	9	112.15	-0.00	11
04/07/2014	16:12:43	10	118.10	0.02	23
04/07/2014	16:12:29	30	196.08	0.04	5
04/07/2014	16:13:10	4	203.95	0.00	10
04/07/2014	16:11:49	115	112.15	0.00	11
04/07/2014	16:13:25	39	199.94	-0.00	4
04/07/2014	16:10:45	257	125.54	0.06	25
04/07/2014	16:14:48	14	196.04	0.00	5
04/07/2014	16:15:15	4	203.94	-0.00	10
04/07/2014	16:14:56	33	199.94	-0.00	4
04/07/2014	16:15:23	7	200.92	0.00	18
04/07/2014	16:15:37	17	203.95	0.00	10
04/07/2014	16:15:41	25	213.66	0.16	17
04/07/2014	16:16:09	4	199.66	0.00	8
04/07/2014	16:16:22	4	203.95	-0.00	10
04/07/2014	16:16:56	22	201.06	0.14	6
04/07/2014	16:16:22	58	112.15	-0.00	11
04/07/2014	16:17:16	4	130.77	0.00	26
04/07/2014	16:17:29	21	196.05	0.01	5
04/07/2014	16:17:51	6	203.95	0.01	10
04/07/2014	16:18:57	18	203.95	0.00	10
04/07/2014	16:19:20	28	125.50	0.01	25
04/07/2014	16:20:59	50	125.48	-0.01	25
04/07/2014	16:12:21	578	116.42	0.15	29
04/07/2014	16:22:12	6	199.66	0.02	8
04/07/2014	16:17:47	327	112.15	0.03	11
04/07/2014	16:22:44	33	200.92	0.19	18
04/07/2014	16:23:27	4	199.62	0.02	8
04/07/2014	16:18:28	311	130.77	0.09	26
04/07/2014	16:23:46	6	199.60	-0.02	8
04/07/2014	16:23:56	6	116.27	-0.00	29
04/07/2014	16:24:02	3	197.15	0.00	7
04/07/2014	16:24:18	4	200.73	-0.00	18
04/07/2014	16:24:39	28	116.29	0.02	29
04/07/2014	16:25:12	6	124.62	-0.01	27
04/07/2014	16:25:22	4	199.61	0.00	8
04/07/2014	16:25:47	6	199.61	0.00	8
04/07/2014	16:25:48	8	124.63	-0.00	27
04/07/2014	16:25:53	5	116.27	-0.01	29
04/07/2014	16:26:30	21	124.95	0.00	28
04/07/2014	16:27:58	4	196.05	0.00	5
04/07/2014	16:19:50	494	107.21	0.07	15
04/07/2014	16:28:21	7	213.51	-0.00	17
04/07/2014	16:28:33	7	200.74	0.01	18
04/07/2014	16:13:07	934	117.12	0.17	22
04/07/2014	16:28:41	15	130.68	0.01	26
04/07/2014	16:29:06	19	200.73	-0.01	18
04/07/2014	16:29:41	4	200.74	-0.00	18
04/07/2014	16:29:41	4	130.67	0.00	26
04/07/2014	16:29:32	18	200.94	0.09	6
04/07/2014	16:31:11	6	200.73	-0.01	18
04/07/2014	16:31:30	4	130.67	-0.01	26
04/07/2014	16:31:32	13	199.94	-0.00	4
04/07/2014	16:29:08	157	107.15	0.03	15
04/07/2014	16:31:54	10	116.26	-0.01	29
04/07/2014	16:32:08	7	107.13	-0.01	15
04/07/2014	16:23:39	516	118.10	0.13	23
04/07/2014	16:32:21	7	116.95	0.00	22
04/07/2014	16:32:54	13	199.94	-0.00	4
04/07/2014	16:33:12	4	116.26	-0.01	29
04/07/2014	16:33:20	4	203.93	-0.01	10
04/07/2014	16:33:21	14	199.94	0.00	4
04/07/2014	16:33:46	5	203.94	0.00	10
04/07/2014	16:33:59	13	199.94	-0.01	4
04/07/2014	16:34:22	4	197.15	0.00	7
04/07/2014	16:34:26	12	199.95	0.06	4
04/07/2014	16:34:27	29	203.93	0.02	10
04/07/2014	16:35:42	4	203.91	0.01	10
04/07/2014	16:35:58	7	199.90	0.00	4
04/07/2014	16:36:16	4	117.98	-0.01	23
04/07/2014	16:36:34	4	199.60	-0.01	8
04/07/2014	16:23:39	785	125.49	0.14	25
04/07/2014	16:37:16	4	199.89	0.01	4
04/07/2014	16:37:21	4	125.36	0.00	25
04/07/2014	16:37:26	4	116.94	-0.01	22
04/07/2014	16:33:45	229	130.67	0.06	26
04/07/2014	16:37:46	4	125.36	0.01	25
04/07/2014	16:33:50	251	116.27	0.07	29
04/07/2014	16:38:43	4	117.97	-0.01	23
04/07/2014	16:38:53	11	201.81	0.00	2
04/07/2014	16:39:12	4	203.89	-0.01	10
04/07/2014	16:39:13	8	202.05	0.03	1
04/07/2014	16:27:12	744	124.95	0.19	28
04/07/2014	16:39:30	16	199.89	0.00	4
04/07/2014	16:39:08	42	125.36	-0.01	25
04/07/2014	16:39:05	82	116.21	0.00	29
04/07/2014	16:40:48	4	116.21	0.00	29
04/07/2014	16:40:50	3	116.94	-0.00	22
04/07/2014	16:40:56	3	213.51	-0.01	17
04/07/2014	16:41:16	4	199.89	0.01	4
04/07/2014	16:41:36	4	199.60	0.00	8
04/07/2014	16:41:35	6	116.20	0.00	29
04/07/2014	16:41:39	4	199.88	-0.00	4
04/07/2014	16:41:59	3	116.20	-0.00	29
04/07/2014	16:25:34	1004	112.13	0.09	11
04/07/2014	16:41:54	35	116.94	-0.01	22
04/07/2014	16:42:06	51	196.03	0.06	5
04/07/2014	16:43:27	6	199.60	0.00	8
04/07/2014	16:32:28	667	113.92	0.13	24
04/07/2014	16:43:33	13	124.75	0.00	28
04/07/2014	16:43:23	26	201.82	0.07	2
04/07/2014	16:43:41	14	197.15	0.01	7
04/07/2014	16:43:58	13	199.60	0.09	8
04/07/2014	16:44:14	19	213.54	0.17	17
04/07/2014	16:44:29	14	116.95	0.01	22
04/07/2014	16:44:39	6	112.02	0.00	11
04/07/2014	16:44:39	11	113.78	0.00	24
04/07/2014	16:45:12	4	113.78	0.00	24
04/07/2014	16:45:25	4	124.75	-0.00	28
04/07/2014	16:45:32	4	113.78	0.00	24
04/07/2014	16:45:44	30	112.03	-0.00	11
04/07/2014	16:45:21	53	200.73	-0.01	18
04/07/2014	16:46:04	11	130.62	0.01	26
04/07/2014	16:39:55	396	111.00	0.10	30
04/07/2014	16:46:24	14	113.77	0.00	24
04/07/2014	16:46:33	8	201.75	0.05	2
04/07/2014	16:46:15	28	195.96	0.01	5
04/07/2014	16:46:26	26	213.37	0.19	17
04/07/2014	16:46:44	13	200.87	0.02	6
04/07/2014	16:47:01	10	124.74	0.00	28
04/07/2014	16:47:37	4	124.74	0.00	28
