PM100D  SN:P0007544  Firmware: 2.3.2 -- Sensor: S130VC  SN:13110409
3/2/2015 5:17:39.713 PM	1.2676E-5	W
3/2/2015 5:17:39.717 PM	1.0563E-5	W
3/2/2015 5:17:39.721 PM	6.3373E-6	W
3/2/2015 5:17:39.726 PM	1.0563E-5	W
3/2/2015 5:17:39.752 PM	7.3937E-6	W
3/2/2015 5:17:39.756 PM	9.5065E-6	W
3/2/2015 5:17:39.760 PM	1.0563E-5	W
3/2/2015 5:17:39.764 PM	1.0563E-5	W
3/2/2015 5:17:39.768 PM	8.4501E-6	W
3/2/2015 5:17:39.772 PM	1.0563E-5	W
3/2/2015 5:17:39.776 PM	6.3373E-6	W
3/2/2015 5:17:39.780 PM	8.4501E-6	W
3/2/2015 5:17:39.784 PM	7.3937E-6	W
3/2/2015 5:17:39.788 PM	1.1619E-5	W
3/2/2015 5:17:39.792 PM	6.3373E-6	W
3/2/2015 5:17:39.796 PM	9.5065E-6	W
3/2/2015 5:17:39.800 PM	4.2245E-6	W
3/2/2015 5:17:39.804 PM	7.3937E-6	W
3/2/2015 5:17:39.808 PM	7.3937E-6	W
3/2/2015 5:17:39.812 PM	1.0563E-5	W
3/2/2015 5:17:39.816 PM	9.5065E-6	W
3/2/2015 5:17:39.820 PM	7.3937E-6	W
3/2/2015 5:17:39.844 PM	9.5065E-6	W
3/2/2015 5:17:39.848 PM	1.1619E-5	W
3/2/2015 5:17:39.852 PM	7.3937E-6	W
3/2/2015 5:17:39.856 PM	6.3373E-6	W
3/2/2015 5:17:39.860 PM	1.0563E-5	W
3/2/2015 5:17:39.864 PM	9.5065E-6	W
3/2/2015 5:17:39.868 PM	7.3937E-6	W
3/2/2015 5:17:39.872 PM	1.2676E-5	W
3/2/2015 5:17:39.896 PM	9.5065E-6	W
3/2/2015 5:17:39.900 PM	6.3373E-6	W
3/2/2015 5:17:39.904 PM	9.5065E-6	W
3/2/2015 5:17:39.908 PM	7.3937E-6	W
3/2/2015 5:17:39.912 PM	9.5065E-6	W
3/2/2015 5:17:39.916 PM	8.4501E-6	W
3/2/2015 5:17:39.920 PM	1.1619E-5	W
3/2/2015 5:17:39.946 PM	7.3937E-6	W
3/2/2015 5:17:39.950 PM	9.5065E-6	W
3/2/2015 5:17:39.954 PM	5.2809E-6	W
3/2/2015 5:17:39.958 PM	1.0563E-5	W
3/2/2015 5:17:39.962 PM	1.2676E-5	W
3/2/2015 5:17:39.966 PM	1.0563E-5	W
3/2/2015 5:17:39.970 PM	7.3937E-6	W
3/2/2015 5:17:39.994 PM	1.5845E-5	W
3/2/2015 5:17:39.998 PM	1.2676E-5	W
3/2/2015 5:17:40.002 PM	8.4501E-6	W
3/2/2015 5:17:40.006 PM	8.4501E-6	W
3/2/2015 5:17:40.010 PM	7.3937E-6	W
3/2/2015 5:17:40.014 PM	1.0563E-5	W
3/2/2015 5:17:40.018 PM	1.5845E-5	W
3/2/2015 5:17:40.022 PM	7.3937E-6	W
